what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483702522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483706672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483734033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483755543
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368483758583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483765207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483767649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483782510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368483783723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483789542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483802641
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368483822811
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368483825293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483838209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483849816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483852942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483858798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483860614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483865014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483866543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483867431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483907904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368483911588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483934186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483945386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483964689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483984720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368483991017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368483995461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483997322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368483999834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484001783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484013936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368484025491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368484028842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484031677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484032913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484034724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484050280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368484061086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484066526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484068797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484075667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368484087342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368484089653
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368484145540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484147397
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1368484149768
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1368484149799
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1368484149815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484151546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484152124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484155946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484165477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484167677
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1368484170937
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1368484172216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484178191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484202200
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368484207691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484226505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484237876
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368484239515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484242981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484247956
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1368484252710
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1368484252723
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368484253538
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368484254945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484256687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484267531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484270505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484271131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484274292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484274866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484277814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484278446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484281284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484281838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484284850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484285756
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368484446412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484452848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484880506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484882908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484884094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484885217
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1368484885326
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368484885513
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1368484886097
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1368484886097
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.144,"com.altera.debug.cdi.gdb.plugin",1368484886111
stopped,bundle,com.altera.sbtgui.launch,13.0.0.144,"com.altera.sbtgui.launch",1368484886111
stopped,bundle,com.altera.sbtgui.ui,13.0.0.144,"com.altera.sbtgui.ui",1368484886122
stopped,bundle,com.altera.sbtgui.project,13.0.0.144,"com.altera.sbtgui.project",1368484886122
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1368484886122
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1368484886122
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1368484886122
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1368484886145
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1368484886152
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1368486811606
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1368486811607
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1368486811608
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1368486811609
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1368486811610
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1368486811611
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1368486811611
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1368486811612
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1368486811612
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1368486811613
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1368486811614
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1368486811615
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1368486811617
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1368486811617
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1368486811617
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1368486811618
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1368486811619
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1368486811620
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1368486811621
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1368486811621
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1368486811621
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1368486811622
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1368486811622
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1368486811623
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1368486811632
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1368486811632
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1368486811632
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1368486811633
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1368486811633
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1368486811634
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1368486811635
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1368486811635
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1368486811636
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1368486811636
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1368486811636
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1368486811637
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1368486811637
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1368486811638
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1368486811638
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1368486811639
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1368486811639
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1368486811640
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1368486811640
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1368486811640
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1368486811641
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1368486811641
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1368486811642
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1368486811642
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1368486811643
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1368486811643
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1368486811644
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1368486811644
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1368486811644
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1368486811645
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1368486811645
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1368486811646
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1368486811646
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1368486811647
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1368486811647
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1368486811648
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1368486811648
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1368486811649
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1368486811649
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1368486811649
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1368486811650
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1368486811650
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1368486811650
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1368486811651
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1368486811651
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1368486811652
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1368486811652
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1368486811652
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1368486811653
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1368486811653
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1368486811654
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1368486811654
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1368486811654
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1368486811655
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1368486811655
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1368486811656
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1368486811656
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1368486811656
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1368486811657
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1368486811657
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1368486811657
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1368486811658
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1368486811658
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1368486811659
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1368486811659
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1368486811659
started,bundle,com.altera.sbtgui.core,13.0.0.144,"com.altera.sbtgui.core",1368486811660
started,bundle,com.altera.sbtgui.integration,13.0.0.144,"com.altera.sbtgui.integration",1368486811660
started,bundle,com.altera.sbtgui.launch,13.0.0.144,"com.altera.sbtgui.launch",1368486811660
started,bundle,com.altera.sbtgui.project,13.0.0.144,"com.altera.sbtgui.project",1368486811661
started,bundle,com.altera.systemconsole,13.0.0.144,"com.altera.systemconsole",1368486811661
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.144,"com.altera.systemconsole.designs.plugin",1368486811661
started,bundle,com.altera.utilities,13.0.0.144,"com.altera.utilities",1368486811661
os,sysinfo,,,"win32",1368486811663
arch,sysinfo,,,"x86",1368486811663
ws,sysinfo,,,"win32",1368486811663
