what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1386097121441
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1386097121441
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1386097121441
java.specification.name,sysinfo,,,"Java Platform API Specification",1386097121441
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1386097121441
java.specification.version,sysinfo,,,"1.6",1386097121441
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1386097121441
java.version,sysinfo,,,"1.6.0_23",1386097121441
java.vm.info,sysinfo,,,"mixed mode",1386097121441
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1386097121441
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1386097121441
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1386097121441
java.vm.specification.version,sysinfo,,,"1.0",1386097121441
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1386097121441
java.vm.version,sysinfo,,,"19.0-b09",1386097121441
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1386097121691
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1386097122541
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386097123331
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1386097132971
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1386097135070
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1386097135090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097140142
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1386097153928
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1386097153928
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1386097165734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097263936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097274041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386097278563
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1386097279414
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1386097280254
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1386097280354
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1386097280414
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1386097280414
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1386097280464
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1386097308604
